,features,label,prediction
670,"[0.0,1930.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",300000,994994.7437812772
671,"[0.0,1930.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",377500,994994.7437812772
672,"[0.0,1930.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",430000,994994.7437812772
673,"[0.0,1930.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",492500,994994.7437812772
674,"[0.0,1930.0,2.0,2.0,5.0,1.0,8.0,8.0,3.0]",182000,994994.7437812772
675,"[0.0,1930.0,2.0,2.0,5.0,1.0,8.0,8.0,3.0]",185000,994994.7437812772
676,"[0.0,1930.0,2.0,2.0,5.0,1.0,8.0,8.0,3.0]",192500,994994.7437812772
677,"[0.0,1930.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",1147000,2007394.0406333425
678,"[0.0,1930.0,2.0,2.0,5.0,3.0,8.0,8.0,2.0]",465000,994994.7437812772
679,"[0.0,1930.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",905000,2007394.0406333425
680,"[0.0,1930.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",605000,1049568.875878424
681,"[0.0,1930.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",624000,1049568.875878424
682,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",802000,2014320.8572331916
683,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1135000,2014320.8572331916
684,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1225000,2014320.8572331916
685,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1350000,2014320.8572331916
686,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1350000,2014320.8572331916
687,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1760000,2014320.8572331916
688,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",8000000,2014320.8572331916
689,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",16800000,2014320.8572331916
690,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",563200,929176.8865876775
691,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",695000,929176.8865876775
692,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",720000,929176.8865876775
693,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",318000,876464.6166080456
694,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",395000,876464.6166080456
695,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0]",24453,876464.6166080456
696,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0]",60840,876464.6166080456
697,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0]",242346,876464.6166080456
698,"[0.0,1931.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",770000,2007394.0406333425
699,"[0.0,1931.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",865000,2007394.0406333425
700,"[0.0,1931.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",375000,994994.7437812772
701,"[0.0,1931.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",400000,994994.7437812772
702,"[0.0,1931.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",442000,994994.7437812772
703,"[0.0,1931.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",465000,994994.7437812772
704,"[0.0,1932.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1010000,2014320.8572331916
705,"[0.0,1932.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",680000,929176.8865876775
706,"[0.0,1932.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",985000,2007394.0406333425
707,"[0.0,1932.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",7550000,2007394.0406333425
708,"[0.0,1932.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",520000,1049568.875878424
709,"[0.0,1932.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",580000,1049568.875878424
710,"[0.0,1933.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",415000,876464.6166080456
711,"[0.0,1935.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",770000,2014320.8572331916
712,"[0.0,1935.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",850000,2014320.8572331916
713,"[0.0,1935.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1175000,2014320.8572331916
714,"[0.0,1935.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2700000,2014320.8572331916
715,"[0.0,1935.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2975000,2014320.8572331916
716,"[0.0,1935.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",670000,929176.8865876775
717,"[0.0,1935.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",320000,876464.6166080456
718,"[0.0,1936.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2189238,2014320.8572331916
719,"[0.0,1936.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2520000,2014320.8572331916
720,"[0.0,1937.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",830000,2014320.8572331916
721,"[0.0,1937.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",883750,2014320.8572331916
722,"[0.0,1937.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",999000,2014320.8572331916
723,"[0.0,1937.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2400000,2014320.8572331916
724,"[0.0,1937.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",265000,876464.6166080456
725,"[0.0,1937.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",345000,876464.6166080456
726,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",785000,2014320.8572331916
727,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1125000,2014320.8572331916
728,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1350000,2014320.8572331916
729,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1585000,2014320.8572331916
730,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1625000,2014320.8572331916
731,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3785000,2014320.8572331916
732,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",625000,929176.8865876775
733,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",675000,929176.8865876775
734,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",385000,876464.6166080456
735,"[0.0,1938.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",795000,2007394.0406333425
736,"[0.0,1938.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",800000,2007394.0406333425
737,"[0.0,1938.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1500000,2007394.0406333425
738,"[0.0,1938.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1910000,2007394.0406333425
739,"[0.0,1939.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",860000,2014320.8572331916
740,"[0.0,1939.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",985000,2014320.8572331916
741,"[0.0,1939.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3300000,2014320.8572331916
742,"[0.0,1939.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",600000,929176.8865876775
743,"[0.0,1939.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",350000,876464.6166080456
744,"[0.0,1939.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",392000,876464.6166080456
745,"[0.0,1939.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",399000,876464.6166080456
746,"[0.0,1939.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",498000,876464.6166080456
747,"[0.0,1939.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",1100000,2007394.0406333425
748,"[0.0,1939.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",525000,1049568.875878424
749,"[0.0,1939.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",938875,2007394.0406333425
750,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",758000,2014320.8572331916
751,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1145000,2014320.8572331916
752,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1265000,2014320.8572331916
753,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2100000,2014320.8572331916
754,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3000000,2014320.8572331916
755,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",6000000,2014320.8572331916
756,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",6060000,2014320.8572331916
757,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",550000,929176.8865876775
758,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",562500,929176.8865876775
759,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",590000,929176.8865876775
760,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",665000,929176.8865876775
761,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",325000,876464.6166080456
762,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",395000,876464.6166080456
763,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",399000,876464.6166080456
764,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",405000,876464.6166080456
765,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",455000,876464.6166080456
766,"[0.0,1940.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",850000,2047776.9983976602
767,"[0.0,1940.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",2900000,2047776.9983976602
768,"[0.0,1940.0,2.0,2.0,1.0,1.0,24.0,23.0,1.0]",650000,1088754.8249920425
769,"[0.0,1940.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",825000,2007394.0406333425
770,"[0.0,1940.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",830000,2007394.0406333425
771,"[0.0,1940.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",504000,1049568.875878424
772,"[0.0,1940.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",630000,1049568.875878424
773,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",790000,2014320.8572331916
774,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",840000,2014320.8572331916
775,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",900000,2014320.8572331916
776,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1240000,2014320.8572331916
777,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1290000,2014320.8572331916
778,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1480000,2014320.8572331916
779,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1675000,2014320.8572331916
780,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2100000,2014320.8572331916
781,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",520000,929176.8865876775
782,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",530000,929176.8865876775
783,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",538000,929176.8865876775
784,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",710000,929176.8865876775
785,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",735000,929176.8865876775
786,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",750000,929176.8865876775
787,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",400000,876464.6166080456
788,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",420000,876464.6166080456
789,"[0.0,1942.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1135000,2014320.8572331916
790,"[0.0,1942.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",411000,876464.6166080456
791,"[0.0,1947.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1200000,2014320.8572331916
792,"[0.0,1947.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",328134,876464.6166080456
793,"[0.0,1948.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1005000,2014320.8572331916
794,"[0.0,1948.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1700000,2014320.8572331916
795,"[0.0,1948.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2575000,2014320.8572331916
796,"[0.0,1948.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",6300000,2014320.8572331916
797,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",795000,2014320.8572331916
798,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",800000,2014320.8572331916
799,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",800000,2014320.8572331916
800,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1570000,2014320.8572331916
801,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3820000,2014320.8572331916
802,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",595000,929176.8865876775
803,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",615000,929176.8865876775
804,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",275000,876464.6166080456
805,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",340000,876464.6166080456
806,"[0.0,1950.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",465000,876464.6166080456
807,"[0.0,1950.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0]",31241,876464.6166080456
808,"[0.0,1950.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",409000,994994.7437812772
809,"[0.0,1950.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",425000,994994.7437812772
810,"[0.0,1950.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",470000,994994.7437812772
811,"[0.0,1951.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",785000,2014320.8572331916
812,"[0.0,1951.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1200000,2014320.8572331916
813,"[0.0,1951.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1750000,2014320.8572331916
814,"[0.0,1951.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2400000,2014320.8572331916
815,"[0.0,1951.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",10425038,2014320.8572331916
816,"[0.0,1951.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",630000,929176.8865876775
817,"[0.0,1951.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",499000,876464.6166080456
818,"[0.0,1952.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",945000,1911715.1524133787
819,"[0.0,1952.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",979000,1911715.1524133787
820,"[0.0,1952.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1050000,1911715.1524133787
821,"[0.0,1952.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1560000,1911715.1524133787
822,"[0.0,1952.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2200000,1911715.1524133787
823,"[0.0,1952.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3000000,1911715.1524133787
824,"[0.0,1952.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",425000,827919.7939534127
825,"[0.0,1952.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",440000,827919.7939534127
826,"[0.0,1952.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",470000,827919.7939534127
827,"[0.0,1953.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",757500,1911715.1524133787
828,"[0.0,1953.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1300000,1911715.1524133787
829,"[0.0,1953.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",587500,880632.0639330444
830,"[0.0,1953.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",725000,880632.0639330444
831,"[0.0,1953.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",750000,880632.0639330444
832,"[0.0,1953.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",417250,827919.7939534127
833,"[0.0,1954.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1200000,1911715.1524133787
834,"[0.0,1954.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",425000,827919.7939534127
835,"[0.0,1954.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",900000,1904788.3358135293
836,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",805000,1911715.1524133787
837,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",805000,1911715.1524133787
838,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",830000,1911715.1524133787
839,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",835000,1911715.1524133787
840,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",835000,1911715.1524133787
841,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",857000,1911715.1524133787
842,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",905000,1911715.1524133787
843,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1100000,1911715.1524133787
844,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1250000,1911715.1524133787
845,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1263510,1911715.1524133787
846,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1325000,1911715.1524133787
847,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1420000,1911715.1524133787
848,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1500000,1911715.1524133787
849,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1500000,1911715.1524133787
850,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1700000,1911715.1524133787
851,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1750000,1911715.1524133787
852,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1850000,1911715.1524133787
853,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1900000,1911715.1524133787
854,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2075000,1911715.1524133787
855,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2092000,1911715.1524133787
856,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2225000,1911715.1524133787
857,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2350000,1911715.1524133787
858,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2390000,1911715.1524133787
859,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3400000,1911715.1524133787
860,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3817000,1911715.1524133787
861,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",4400000,1911715.1524133787
862,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",532000,880632.0639330444
863,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",540000,880632.0639330444
864,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",560000,880632.0639330444
865,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",560000,880632.0639330444
866,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",562000,880632.0639330444
867,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",562500,880632.0639330444
868,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",570000,880632.0639330444
869,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",600000,880632.0639330444
870,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",610000,880632.0639330444
871,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",610000,880632.0639330444
872,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",625000,880632.0639330444
873,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",630000,880632.0639330444
874,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",635000,880632.0639330444
875,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",644000,880632.0639330444
876,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",710000,880632.0639330444
877,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",725000,880632.0639330444
878,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",735000,880632.0639330444
879,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",740000,880632.0639330444
880,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",380000,827919.7939534127
881,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",393500,827919.7939534127
882,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",450000,827919.7939534127
883,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",500000,827919.7939534127
884,"[0.0,1955.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1350000,1904788.3358135293
885,"[0.0,1955.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1640000,1904788.3358135293
886,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",760000,1911715.1524133787
887,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",835000,1911715.1524133787
888,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",840000,1911715.1524133787
889,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",855000,1911715.1524133787
890,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",860800,1911715.1524133787
891,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",925000,1911715.1524133787
892,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",926608,1911715.1524133787
893,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",990000,1911715.1524133787
894,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1295000,1911715.1524133787
895,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1305000,1911715.1524133787
896,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1925000,1911715.1524133787
897,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2270000,1911715.1524133787
898,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",579000,880632.0639330444
899,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",590000,880632.0639330444
900,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",687000,880632.0639330444
901,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",705000,880632.0639330444
902,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",720000,880632.0639330444
903,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",749999,880632.0639330444
904,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",355000,827919.7939534127
905,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",785000,1911715.1524133787
906,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",790000,1911715.1524133787
907,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",795000,1911715.1524133787
908,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",830000,1911715.1524133787
909,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",837500,1911715.1524133787
910,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",900000,1911715.1524133787
911,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1000000,1911715.1524133787
912,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1320000,1911715.1524133787
913,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1450000,1911715.1524133787
914,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1490000,1911715.1524133787
915,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1550000,1911715.1524133787
916,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",620000,880632.0639330444
917,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",658000,880632.0639330444
918,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",660000,880632.0639330444
919,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",675000,880632.0639330444
920,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",675000,880632.0639330444
921,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",685000,880632.0639330444
922,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",725000,880632.0639330444
923,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",280000,827919.7939534127
924,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",312500,827919.7939534127
925,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",360000,827919.7939534127
926,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",380000,827919.7939534127
927,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",415000,827919.7939534127
928,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",415000,827919.7939534127
