,sale_price,features,prediction
795,715000,"[575.0,2008.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",477721.73927546665
796,715000,"[662.0,1928.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",2110915.891256813
797,716000,"[0.0,1915.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",772996.5068446659
798,717500,"[662.0,1928.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",2110915.891256813
799,720000,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1954169.8979763426
800,720000,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1934480.5497404076
801,720000,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1836033.8085607402
802,720000,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1363489.4508983307
803,720000,"[0.0,1961.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1245353.3614827357
804,720000,"[0.0,1962.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1225664.0132468008
805,720000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1186285.3167749308
806,720000,"[0.0,1973.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1009081.182651531
807,720000,"[0.0,1977.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",930323.7897077911
808,720000,"[0.0,1977.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",930323.7897077911
809,722958,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",674549.7656649984
810,723000,"[764.0,1990.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",958230.575305704
811,723000,"[793.0,2009.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",603481.7231918462
812,725000,"[0.0,1907.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",2308578.1662231497
813,725000,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",2151063.3803356774
814,725000,"[0.0,1920.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0]",3357575.2425221726
815,725000,"[0.0,1922.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",2013237.9426841475
816,725000,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1895101.8532685451
817,725000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1855723.1567966752
818,725000,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1343800.1026624031
819,725000,"[0.0,1958.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",-988550.4526853897
820,725000,"[0.0,1961.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",-1047618.4973931871
821,725000,"[0.0,1962.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1225664.0132468008
822,725000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1186285.3167749308
823,725000,"[0.0,1971.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1048459.8791233934
824,725000,"[495.0,2016.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",266831.0516807176
825,725000,"[572.0,1973.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",1164847.331219118
826,726000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1855723.1567966752
827,727500,"[0.0,1950.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1461936.1920780055
828,729000,"[0.0,1965.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1166595.9685389958
829,729500,"[0.0,1958.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1304421.4061905332
830,730000,"[0.0,1915.0,2.0,2.0,1.0,1.0,24.0,23.0,1.0]",-2839414.207890231
831,730000,"[799.0,1927.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",2222011.471166443
832,731000,"[0.0,1910.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",-43461.73736057803
833,731615,"[0.0,1910.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",-43461.73736057803
834,732000,"[0.0,1962.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1225664.0132468008
835,732500,"[0.0,1963.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",-1086997.193865057
836,735000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",1068336.7303836755
837,735000,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",2052616.63915601
838,735000,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",2052616.63915601
839,735000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1855723.1567966752
840,735000,"[0.0,1961.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1245353.3614827357
841,735000,"[0.0,1971.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1048459.8791233934
842,735000,"[613.0,1985.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",955930.3020128943
843,736000,"[447.0,1930.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",1928089.4589466564
844,738000,"[462.0,2005.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",461396.32282174006
845,739000,"[1440.0,1925.0,1.0,2.0,0.0,0.0,11.0,11.0,1.0]",-5464360.627036527
846,740000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",1068336.7303836755
847,740000,"[0.0,1907.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",2308578.1662231497
848,740000,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1481625.540313933
849,740000,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1481625.540313933
850,740000,"[0.0,1962.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1225664.0132468008
851,742500,"[0.0,1987.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",733430.3073484562
852,743577,"[458.0,2016.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",242144.69714110717
853,745000,"[0.0,1900.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",153431.74499876425
854,747500,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1186285.3167749308
855,749000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1205974.6650108658
856,749000,"[59269.0,1921.0,2.0,2.0,14.0,1.0,58.0,60.0,1.0]",34728385.424300194
857,749999,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1343800.1026624031
858,750000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",1068336.7303836755
859,750000,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",2373295.333749842
860,750000,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1934480.5497404076
861,750000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1855723.1567966752
862,750000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1855723.1567966752
863,750000,"[0.0,1961.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1245353.3614827357
864,750000,"[0.0,1963.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",-1086997.193865057
865,750000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1186285.3167749308
866,750000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1186285.3167749308
867,750000,"[0.0,1971.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1048459.8791233934
868,750000,"[0.0,1971.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",1048459.8791233934
869,750000,"[0.0,2001.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",457779.43204538897
870,750000,"[547.0,2016.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",301525.38779044524
871,750000,"[585.0,1989.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",858491.3434716128
872,750000,"[598.0,1930.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",2028836.4734191261
873,750000,"[698.0,1985.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",1012642.1975768693
874,750000,"[887.0,1962.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",1591597.774786774
875,750000,"[3312.0,1900.0,1.0,2.0,0.0,0.0,3.0,3.0,1.0]",-2488032.4529050775
876,752000,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3342598.034463607
877,752500,"[570.0,2003.0,2.0,2.0,7.0,3.0,10.0,10.0,0.0]",2344134.852239415
878,755000,"[0.0,1930.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1561549.229721956
879,755000,"[0.0,1961.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3244151.2932839394
880,755000,"[0.0,1964.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",892111.3897002116
881,755000,"[545.0,1987.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2869980.020891048
882,757500,"[0.0,1953.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3401666.0791714042
883,758000,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3657627.606238544
884,760000,"[556.0,1974.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",3133280.7344429344
885,760000,"[880.0,1941.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",3999201.628143199
886,765000,"[0.0,1923.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3992346.526249416
887,765000,"[0.0,1931.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1541859.881486021
888,765000,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3480423.4721151367
889,765000,"[545.0,1961.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",3381903.0750253275
890,770000,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3893899.7850697488
891,770000,"[0.0,1957.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1029936.827351749
892,770000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3185083.2485761344
893,770000,"[0.0,1966.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3145704.5521042645
894,770000,"[608.0,1900.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",4624986.840011753
895,770000,"[619.0,1974.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",3175314.2570374086
896,770000,"[679.0,1965.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",3392550.3174412623
897,772500,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3952967.829777546
898,772500,"[0.0,1959.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3283529.989755802
899,772500,"[0.0,1965.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3165393.9003401995
900,773970,"[0.0,1940.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",2279560.7327475324
901,775000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",3067134.662184879
902,775000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",3067134.662184879
903,775000,"[0.0,1925.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1659995.9709016234
904,775000,"[0.0,1929.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3874210.436833814
905,775000,"[0.0,1932.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3815142.392126009
906,775000,"[0.0,1959.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3283529.989755802
907,775000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3204772.5968120694
908,775000,"[0.0,1965.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3165393.9003401995
909,775000,"[990.0,1920.0,2.0,2.0,7.0,3.0,10.0,10.0,0.0]",4258574.239785083
910,779900,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3204772.5968120694
911,780000,"[0.0,1920.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",3978306.300832361
912,780000,"[0.0,1928.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1600927.926193826
913,780000,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3362287.3826995343
914,780000,"[0.0,1960.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",970868.782643944
915,780000,"[703.0,1910.0,2.0,2.0,11.0,1.0,16.0,16.0,0.0]",1889730.7899831347
916,783000,"[607.0,1956.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",3521716.1400281265
917,785000,"[0.0,1908.0,2.0,2.0,9.0,3.0,13.0,13.0,0.0]",3299673.4942786545
918,785000,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3697006.3027104065
919,785000,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3322908.686227672
920,785000,"[0.0,1958.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3303219.337991737
921,785000,"[0.0,1961.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3244151.2932839394
922,785000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3185083.2485761344
923,785000,"[572.0,2016.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2317003.28887517
924,785000,"[618.0,1985.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2958064.2276708037
925,786250,"[0.0,1962.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3224461.9450480044
926,789000,"[0.0,1925.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1659995.9709016234
927,789000,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3362287.3826995343
928,790000,"[0.0,1903.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",3008066.6174770743
929,790000,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",2870241.179825537
930,790000,"[0.0,1929.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3874210.436833814
931,790000,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3637938.258002609
932,790000,"[0.0,1961.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3244151.2932839394
933,790000,"[0.0,1969.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3086636.507396467
934,790000,"[645.0,2001.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2661049.0227220654
935,790000,"[728.0,1956.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",3602447.191360377
936,790000,"[739.0,1968.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",3373514.1990139186
937,793000,"[0.0,1929.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3874210.436833814
938,793000,"[0.0,1930.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",-1135956.4996280298
939,795000,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",4372093.265551046
940,795000,"[0.0,1910.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0]",5553266.656682711
941,795000,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3697006.3027104065
942,795000,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3342598.034463607
943,795000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3185083.2485761344
944,795000,"[650.0,1985.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2979414.5883537084
945,795000,"[705.0,2016.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2405740.7254635096
946,799000,"[0.0,1960.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3263840.641519867
947,799000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3204772.5968120694
948,799000,"[669.0,1987.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2952712.6685373187
949,799999,"[697.0,1985.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",3010772.9306067303
950,800000,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3952967.829777546
951,800000,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3933278.4815416113
952,800000,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3893899.7850697488
953,800000,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3893899.7850697488
954,800000,"[0.0,1929.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3874210.436833814
955,800000,"[0.0,1947.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",2141735.295095995
956,800000,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3362287.3826995343
957,800000,"[0.0,1958.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3303219.337991737
958,800000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3204772.5968120694
959,800000,"[0.0,1966.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3145704.5521042645
960,800000,"[483.0,1987.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2828613.697067909
961,800000,"[621.0,1979.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",3078201.9134004265
962,800000,"[636.0,1986.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2950384.4573190063
963,800000,"[658.0,1986.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2965062.8302884996
964,800000,"[1008.0,1921.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",4478390.035593502
965,802000,"[0.0,1973.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3007879.1144527346
966,804000,"[0.0,1962.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3224461.9450480044
967,805000,"[0.0,1900.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",4445201.535675891
968,805000,"[0.0,2011.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",-33287.97738867253
969,807217,"[506.0,2016.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2272968.1699666753
970,807790,"[1281.0,1930.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",4483331.166046165
971,808500,"[620.0,1961.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",3431942.982875891
972,810000,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3893899.7850697488
973,810000,"[0.0,1961.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3244151.2932839394
974,810000,"[532.0,1911.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",4357696.902794577
975,810000,"[760.0,1956.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",3623797.552043289
976,812500,"[0.0,1987.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2732228.23914966
977,815000,"[0.0,1960.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3263840.641519867
978,815000,"[0.0,1965.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3165393.9003401995
979,815000,"[0.0,1987.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2732228.23914966
980,815000,"[0.0,1991.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",360498.9873300046
981,815000,"[582.0,1987.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2894666.3754306585
982,817500,"[0.0,1905.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",4273646.524371371
983,818000,"[577.0,2013.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2379407.3274396807
984,819000,"[680.0,1984.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",3019119.8997298703
985,820000,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",2673347.697466202
986,820000,"[991.0,1983.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",3246308.065852821
987,825000,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",4372093.265551046
988,825000,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",2673347.697466202
989,825000,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",2673347.697466202
990,825000,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3362287.3826995343
991,825000,"[0.0,1962.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3224461.9450480044
992,825000,"[0.0,1965.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3165393.9003401995
993,825000,"[550.0,1985.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2912694.7112196237
994,828000,"[319200.0,1914.0,4.0,2.0,15.0,2.0,60.0,62.0,0.0]",222727213.85842094
995,830000,"[0.0,1920.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",-939063.0172686949
996,830000,"[0.0,1937.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3716695.6509463415
997,830000,"[0.0,1957.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1029936.827351749
998,830000,"[0.0,1965.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3165393.9003401995
999,830000,"[0.0,1966.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3145704.5521042645
1000,830000,"[8.0,1903.0,4.0,2.0,18.0,2.0,30.0,30.0,0.0]",11933314.002573833
1001,830000,"[622.0,1974.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",3177315.8533514366
1002,830000,"[654.0,1986.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2962394.0352031365
1003,830000,"[715.0,1903.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",4637309.063837424
1004,834000,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3362287.3826995343
1005,835000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",3067134.662184879
1006,835000,"[0.0,1957.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1029936.827351749
1007,835000,"[0.0,1957.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1029936.827351749
1008,835000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3185083.2485761344
1009,835000,"[673.0,1989.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2916002.7671508193
1010,837500,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3322908.686227672
1011,837500,"[606.0,2003.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2595649.5741679072
1012,840000,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3342598.034463607
1013,840000,"[0.0,1960.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3263840.641519867
1014,840000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3204772.5968120694
1015,840000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3185083.2485761344
1016,840000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3185083.2485761344
1017,840000,"[680.0,1958.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",3531042.9538641423
1018,842500,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3913589.1333056763
1019,843000,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",4248308.0533165485
1020,844668,"[1056.0,2006.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2836820.976563506
1021,845000,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3952967.829777546
1022,845000,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3893899.7850697488
1023,845000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3854521.088597879
1024,845000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3185083.2485761344
1025,845000,"[565.0,2007.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2489537.031599194
1026,845000,"[577.0,1989.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2851951.6851020902
1027,845000,"[797.0,1956.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",3648483.9065828994
1028,845000,"[831.0,2005.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2706390.6012477353
1029,845478,"[5000.0,1900.0,4.0,2.0,10.0,2.0,34.0,33.0,0.0]",13706243.656712987
1030,849000,"[0.0,1961.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3244151.2932839394
1031,850000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",3067134.662184879
1032,850000,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",4372093.265551046
1033,850000,"[0.0,1926.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",-1057199.1066842973
1034,850000,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3893899.7850697488
1035,850000,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3362287.3826995343
1036,850000,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3362287.3826995343
1037,850000,"[0.0,1958.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3303219.337991737
1038,850000,"[0.0,1987.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2732228.23914966
1039,850000,"[604.0,2007.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2515557.7836814895
1040,850000,"[670.0,2005.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2598971.599061854
1041,850000,"[707.0,1988.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2958376.873612337
1042,850000,"[738.0,1926.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",4199799.626151793
1043,850000,"[960.0,1920.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",4466053.842805073
1044,851000,"[0.0,1920.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",-939063.0172686949
1045,851000,"[782.0,2007.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2634319.1649801657
1046,852500,"[0.0,1939.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1384345.095598556
1047,855000,"[0.0,1912.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1915957.497968763
1048,855000,"[0.0,1922.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",3938927.604360506
1049,855000,"[0.0,1969.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3086636.507396467
1050,857500,"[638.0,1987.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0]",2932029.506625749
1051,860000,"[0.0,1900.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",-545276.0525500178
1052,860000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",3067134.662184879
1053,860000,"[0.0,1962.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3224461.9450480044
