,features,label,prediction
650,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",472500,359906.5381165919
651,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",475000,359906.5381165919
652,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",495000,359906.5381165919
653,"[0.0,1930.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",795000,1940687.110754882
654,"[0.0,1930.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",1125000,1940687.110754882
655,"[0.0,1930.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",1295000,1940687.110754882
656,"[0.0,1930.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",1650000,1940687.110754882
657,"[0.0,1930.0,2.0,2.0,1.0,1.0,24.0,23.0,1.0]",532500,631287.9457013574
658,"[0.0,1930.0,2.0,2.0,1.0,1.0,24.0,23.0,1.0]",645000,631287.9457013574
659,"[0.0,1930.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0]",800000,1940687.110754882
660,"[0.0,1930.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",1770250,1940687.110754882
661,"[0.0,1930.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",300000,359906.5381165919
662,"[0.0,1930.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",377500,359906.5381165919
663,"[0.0,1930.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",430000,359906.5381165919
664,"[0.0,1930.0,2.0,2.0,5.0,1.0,8.0,8.0,3.0]",182000,359906.5381165919
665,"[0.0,1930.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",1147000,1940687.110754882
666,"[0.0,1930.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",1195000,1940687.110754882
667,"[0.0,1930.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",815000,1940687.110754882
668,"[0.0,1930.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1525000,1940687.110754882
669,"[0.0,1930.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",605000,631287.9457013574
670,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",770000,1940687.110754882
671,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",880000,1940687.110754882
672,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1200000,1940687.110754882
673,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1225000,1940687.110754882
674,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1350000,1940687.110754882
675,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1350000,1940687.110754882
676,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1625000,1940687.110754882
677,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2910000,1940687.110754882
678,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3300000,1940687.110754882
679,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3900000,1940687.110754882
680,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",8000000,1940687.110754882
681,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",505000,631287.9457013574
682,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",560000,631287.9457013574
683,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",563200,631287.9457013574
684,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",598000,631287.9457013574
685,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",610000,631287.9457013574
686,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",695000,631287.9457013574
687,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",720000,631287.9457013574
688,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",318000,359906.5381165919
689,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",395000,359906.5381165919
690,"[0.0,1931.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0]",4012500,1940687.110754882
691,"[0.0,1931.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",790000,1940687.110754882
692,"[0.0,1931.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",520000,631287.9457013574
693,"[0.0,1931.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",533500,631287.9457013574
694,"[0.0,1931.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",400000,359906.5381165919
695,"[0.0,1931.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",420000,359906.5381165919
696,"[0.0,1931.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",480000,359906.5381165919
697,"[0.0,1932.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",950000,1940687.110754882
698,"[0.0,1932.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1595000,1940687.110754882
699,"[0.0,1932.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1650000,1940687.110754882
700,"[0.0,1932.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",680000,631287.9457013574
701,"[0.0,1932.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",7367000,1940687.110754882
702,"[0.0,1932.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",520000,631287.9457013574
703,"[0.0,1932.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",563000,631287.9457013574
704,"[0.0,1932.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",580000,631287.9457013574
705,"[0.0,1932.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",625000,631287.9457013574
706,"[0.0,1935.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1047500,1940687.110754882
707,"[0.0,1935.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2700000,1940687.110754882
708,"[0.0,1936.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",645840,631287.9457013574
709,"[0.0,1936.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",385000,359906.5381165919
710,"[0.0,1937.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",883750,1940687.110754882
711,"[0.0,1937.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1730000,1940687.110754882
712,"[0.0,1937.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",345000,359906.5381165919
713,"[0.0,1937.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",430000,359906.5381165919
714,"[0.0,1937.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0]",21772,359906.5381165919
715,"[0.0,1937.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",1350000,1940687.110754882
716,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",812500,1940687.110754882
717,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1125000,1940687.110754882
718,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1125000,1940687.110754882
719,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1625000,1940687.110754882
720,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2395000,1940687.110754882
721,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",5100000,1940687.110754882
722,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",650000,631287.9457013574
723,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0]",250000,359906.5381165919
724,"[0.0,1938.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",1650000,1940687.110754882
725,"[0.0,1938.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",795000,1940687.110754882
726,"[0.0,1938.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",892500,1940687.110754882
727,"[0.0,1939.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",860000,1940687.110754882
728,"[0.0,1939.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",990000,1940687.110754882
729,"[0.0,1939.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",600000,631287.9457013574
730,"[0.0,1939.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",650000,631287.9457013574
731,"[0.0,1939.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",665000,631287.9457013574
732,"[0.0,1939.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",1100000,1940687.110754882
733,"[0.0,1939.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",565000,631287.9457013574
734,"[0.0,1939.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",525000,631287.9457013574
735,"[0.0,1939.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",852500,1940687.110754882
736,"[0.0,1939.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",938875,1940687.110754882
737,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",915000,1940687.110754882
738,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",995000,1940687.110754882
739,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1145000,1940687.110754882
740,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1470000,1940687.110754882
741,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1575000,1940687.110754882
742,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2600000,1940687.110754882
743,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",4200000,1940687.110754882
744,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",4500000,1940687.110754882
745,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",6060000,1940687.110754882
746,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",525000,631287.9457013574
747,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",579000,631287.9457013574
748,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",662500,631287.9457013574
749,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",665000,631287.9457013574
750,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",745000,631287.9457013574
751,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",296000,359906.5381165919
752,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",325000,359906.5381165919
753,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",342000,359906.5381165919
754,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",349000,359906.5381165919
755,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",354000,359906.5381165919
756,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",395000,359906.5381165919
757,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",430000,359906.5381165919
758,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",455000,359906.5381165919
759,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0]",153500,359906.5381165919
760,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0]",165000,359906.5381165919
761,"[0.0,1940.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",2900000,1940687.110754882
762,"[0.0,1940.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",2995000,1940687.110754882
763,"[0.0,1940.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",630000,631287.9457013574
764,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",799000,1940687.110754882
765,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1290000,1940687.110754882
766,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2760000,1940687.110754882
767,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3750000,1940687.110754882
768,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",670000,631287.9457013574
769,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",750000,631287.9457013574
770,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",335000,359906.5381165919
771,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",393000,359906.5381165919
772,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0]",190000,359906.5381165919
773,"[0.0,1941.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",6500000,1940687.110754882
774,"[0.0,1942.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1135000,1940687.110754882
775,"[0.0,1942.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1390000,1940687.110754882
776,"[0.0,1942.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",340000,359906.5381165919
777,"[0.0,1942.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",419000,359906.5381165919
778,"[0.0,1945.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",450264,359906.5381165919
779,"[0.0,1947.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",753131,1940687.110754882
780,"[0.0,1947.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1100000,1940687.110754882
781,"[0.0,1947.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",742000,631287.9457013574
782,"[0.0,1948.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1300000,1940687.110754882
783,"[0.0,1948.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2575000,1940687.110754882
784,"[0.0,1948.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",8350000,1940687.110754882
785,"[0.0,1948.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",640000,631287.9457013574
786,"[0.0,1948.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",350000,359906.5381165919
787,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",800000,1940687.110754882
788,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",800000,1940687.110754882
789,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",975000,1940687.110754882
790,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3820000,1940687.110754882
791,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",595000,631287.9457013574
792,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",615000,631287.9457013574
793,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",630000,631287.9457013574
794,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",372000,359906.5381165919
795,"[0.0,1950.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1725000,1940687.110754882
796,"[0.0,1950.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2685000,1940687.110754882
797,"[0.0,1950.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3300000,1940687.110754882
798,"[0.0,1950.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",4999999,1940687.110754882
799,"[0.0,1950.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",5200000,1940687.110754882
800,"[0.0,1950.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",727500,631287.9457013574
801,"[0.0,1951.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",785000,1940687.110754882
802,"[0.0,1951.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",807000,1940687.110754882
803,"[0.0,1951.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1200000,1940687.110754882
804,"[0.0,1951.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1930000,1940687.110754882
805,"[0.0,1951.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3700000,1940687.110754882
806,"[0.0,1951.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",10425038,1940687.110754882
807,"[0.0,1951.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",630000,631287.9457013574
808,"[0.0,1951.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",425000,359906.5381165919
809,"[0.0,1951.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",499000,359906.5381165919
810,"[0.0,1952.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",945000,1940687.110754882
811,"[0.0,1952.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1050000,1940687.110754882
812,"[0.0,1952.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1200000,1940687.110754882
813,"[0.0,1952.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1395145,1940687.110754882
814,"[0.0,1952.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2200000,1940687.110754882
815,"[0.0,1952.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",380000,359906.5381165919
816,"[0.0,1952.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",470000,359906.5381165919
817,"[0.0,1953.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",525000,631287.9457013574
818,"[0.0,1953.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",675000,631287.9457013574
819,"[0.0,1954.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1595000,1940687.110754882
820,"[0.0,1954.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1600000,1940687.110754882
821,"[0.0,1954.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",425000,359906.5381165919
822,"[0.0,1954.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",900000,1940687.110754882
823,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",775000,1940687.110754882
824,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",779000,1940687.110754882
825,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",800000,1940687.110754882
826,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",825000,1940687.110754882
827,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",835000,1940687.110754882
828,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",950000,1940687.110754882
829,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1050000,1940687.110754882
830,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1125000,1940687.110754882
831,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1150000,1940687.110754882
832,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1225000,1940687.110754882
833,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1500000,1940687.110754882
834,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1770000,1940687.110754882
835,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2075000,1940687.110754882
836,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2092000,1940687.110754882
837,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2390000,1940687.110754882
838,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2800000,1940687.110754882
839,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3800000,1940687.110754882
840,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",540000,631287.9457013574
841,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",550000,631287.9457013574
842,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",562000,631287.9457013574
843,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",562500,631287.9457013574
844,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",570000,631287.9457013574
845,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",610000,631287.9457013574
846,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",620000,631287.9457013574
847,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",625000,631287.9457013574
848,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",635000,631287.9457013574
849,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",669000,631287.9457013574
850,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",712000,631287.9457013574
851,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",720000,631287.9457013574
852,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",720000,631287.9457013574
853,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",729000,631287.9457013574
854,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",735000,631287.9457013574
855,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",745000,631287.9457013574
856,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",352500,359906.5381165919
857,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",400000,359906.5381165919
858,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",420000,359906.5381165919
859,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",465000,359906.5381165919
860,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",484000,359906.5381165919
861,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",500000,359906.5381165919
862,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0]",146250,359906.5381165919
863,"[0.0,1955.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1420000,1940687.110754882
864,"[0.0,1955.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",442500,359906.5381165919
865,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",755000,1940687.110754882
866,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",820000,1940687.110754882
867,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",840000,1940687.110754882
868,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",860800,1940687.110754882
869,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",926608,1940687.110754882
870,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",590000,631287.9457013574
871,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",590000,631287.9457013574
872,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",705000,631287.9457013574
873,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",720000,631287.9457013574
874,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",749999,631287.9457013574
875,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",280000,359906.5381165919
876,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",490000,359906.5381165919
877,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",830000,1940687.110754882
878,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",860000,1940687.110754882
879,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1150000,1940687.110754882
880,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1390000,1940687.110754882
881,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1450000,1940687.110754882
882,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1490000,1940687.110754882
883,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1700000,1940687.110754882
884,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1900000,1940687.110754882
885,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",515000,631287.9457013574
886,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",525000,631287.9457013574
887,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",605000,631287.9457013574
888,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",649000,631287.9457013574
889,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",658000,631287.9457013574
890,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",725000,631287.9457013574
891,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",381000,359906.5381165919
892,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",415000,359906.5381165919
893,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",460000,359906.5381165919
894,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",470000,359906.5381165919
895,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",480000,359906.5381165919
896,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",485000,359906.5381165919
897,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",499000,359906.5381165919
898,"[0.0,1957.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",760000,1940687.110754882
899,"[0.0,1957.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",770000,1940687.110754882
900,"[0.0,1957.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",778000,1940687.110754882
901,"[0.0,1957.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",835000,1940687.110754882
902,"[0.0,1957.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",915000,1940687.110754882
903,"[0.0,1957.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1365000,1940687.110754882
904,"[0.0,1957.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1745000,1940687.110754882
905,"[0.0,1957.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",515000,631287.9457013574
906,"[0.0,1957.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",395000,359906.5381165919
907,"[0.0,1958.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",940000,1940687.110754882
908,"[0.0,1958.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",950000,1940687.110754882
909,"[0.0,1958.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1125000,1940687.110754882
910,"[0.0,1958.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1200000,1940687.110754882
911,"[0.0,1958.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1287500,1940687.110754882
